
code	|	taxid	|	primary taxid	|	taxname
1	|	104782	|	104782	|	Adineta vaga
1	|	105219	|	105219	|	Ralstonia mannitolilytica
1	|	105612	|	105612	|	Dellaglioa algida
1	|	105841	|	105841	|	Anaerostipes caccae
1	|	106370	|	106370	|	Frankia casuarinae
1	|	106588	|	106588	|	Pseudoflavonifractor capillosus
1	|	106590	|	106590	|	Cupriavidus necator
1	|	106592	|	106592	|	Ensifer adhaerens
1	|	106648	|	106648	|	Acinetobacter bereziniae
1	|	106649	|	106649	|	Acinetobacter guillouiae
1	|	106654	|	106654	|	Acinetobacter nosocomialis
1	|	106966	|	106966	|	Enterovirus G
1	|	107401	|	107401	|	Tenacibaculum maritimum
1	|	108015	|	108015	|	Bradyrhizobium yuanmingense
1	|	108098	|	108098	|	Human mastadenovirus B
1	|	108980	|	108980	|	Acinetobacter ursingii
1	|	108981	|	108981	|	Acinetobacter schindleri
1	|	109328	|	109328	|	Leptotrichia trevisanii
1	|	109790	|	109790	|	Lactobacillus jensenii
1	|	109975	|	109975	|	Solanum americanum
1	|	110321	|	110321	|	Sinorhizobium medicae
1	|	110505	|	110505	|	Mycobacterium heckeshornense
1	|	111105	|	111105	|	Porphyromonas gulae
1	|	111504	|	111504	|	Bartonella birtlesii
1	|	112090	|	112090	|	Aphanomyces astaci
1	|	112904	|	112904	|	Enterococcus villorum
1	|	113107	|	113107	|	Streptococcus australis
1	|	113366	|	113366	|	Heliothis virescens ascovirus 3a
1	|	113540	|	113540	|	Scleropages formosus
1	|	114155	|	114155	|	Dichomitus squalens
1	|	114186	|	114186	|	Candidatus Carsonella ruddii
1	|	114524	|	114524	|	Saccharomyces kudriavzevii
1	|	114742	|	114742	|	Pythium insidiosum
1	|	114977	|	114977	|	Mycolicibacterium acapulense
1	|	115357	|	115357	|	Harmonia axyridis
1	|	116085	|	116085	|	Coprococcus catus
1	|	117187	|	117187	|	Fusarium verticillioides
1	|	117680	|	117680	|	Pseudomonas reactans
1	|	117681	|	117681	|	Pseudomonas gingeri
1	|	118140	|	118140	|	Teschovirus A
1	|	118562	|	118562	|	Arthrospira platensis
1	|	119206	|	119206	|	Aerococcus sanguinicola
1	|	119219	|	119219	|	Cupriavidus metallidurans
1	|	119858	|	119858	|	Bacillus sonorensis
1	|	119927	|	119927	|	Alternaria tenuissima
1	|	119981	|	119981	|	Propionibacterium australiense
1	|	120017	|	120017	|	Ustilago hordei
1	|	120168	|	120168	|	Bhendi yellow vein mosaic virus
1	|	120213	|	120213	|	Subtercola boreus
1	|	120576	|	120576	|	Brucella pinnipedialis
1	|	120577	|	120577	|	Brucella ceti
1	|	120957	|	120957	|	Nocardia abscessus
1	|	120959	|	120959	|	Mycobacterium kubicae
1	|	121719	|	121719	|	Pannonibacter phragmitetus
1	|	121759	|	121759	|	Paracoccidioides brasiliensis
1	|	121791	|	121791	|	Nipah henipavirus
1	|	122355	|	122355	|	Pseudomonas psychrophila
1	|	123822	|	123822	|	[Haemophilus] felis
1	|	123841	|	123841	|	Helicobacter canadensis
1	|	123899	|	123899	|	Bordetella trematum
1	|	125945	|	125945	|	Drosophila biarmipes
1	|	126385	|	126385	|	Providencia alcalifaciens
1	|	128780	|	128780	|	Stenotrophomonas acidaminiphila
1	|	128785	|	128785	|	Pseudoxanthomonas mexicana
1	|	129338	|	129338	|	Geobacillus subterraneus
1	|	129355	|	129355	|	Phytophthora lateralis
1	|	129364	|	129364	|	Phytophthora rubi
1	|	129817	|	129817	|	Pseudomonas brenneri
1	|	129875	|	129875	|	Human mastadenovirus A
1	|	129921	|	129921	|	Amycolatopsis keratiniphila
1	|	129950	|	129950	|	Bovine mastadenovirus B
1	|	129951	|	129951	|	Human mastadenovirus C
1	|	130049	|	130049	|	Paenibacillus dendritiformis
1	|	130081	|	130081	|	Galdieria sulphuraria
1	|	130308	|	130308	|	Human mastadenovirus E
1	|	130309	|	130309	|	Human mastadenovirus F
1	|	130310	|	130310	|	Human mastadenovirus D
1	|	130328	|	130328	|	Duck atadenovirus A
1	|	130369	|	130369	|	Porcine mastadenovirus A
1	|	130453	|	130453	|	Arachis duranensis
1	|	131109	|	131109	|	Actinomyces bowdenii
1	|	131111	|	131111	|	Schaalia turicensis
1	|	132144	|	132144	|	Candidatus Glomeribacter gigasporarum
1	|	132476	|	132476	|	Pseudomonas kilonensis
1	|	133448	|	133448	|	Citrobacter youngae
1	|	133704	|	133704	|	Porcine circovirus 1
1	|	133926	|	133926	|	Olsenella uli
1	|	134533	|	134533	|	Acinetobacter parvus
1	|	134534	|	134534	|	Acinetobacter gyllenbergii
1	|	134536	|	134536	|	Paraburkholderia caledonica
1	|	134537	|	134537	|	Paraburkholderia fungorum
1	|	134601	|	134601	|	Mycolicibacterium goodii
1	|	134821	|	134821	|	Ureaplasma parvum
1	|	135487	|	135487	|	Nocardia cyriacigeorgica
1	|	135577	|	135577	|	Idiomarina loihiensis
1	|	135735	|	135735	|	Priestia endophytica
1	|	136468	|	136468	|	Vibrio lentus
1	|	137545	|	137545	|	Serratia quinivorans
1	|	137591	|	137591	|	Weissella cibaria
1	|	137779	|	137779	|	Pseudoalteromonas flavipulchra
1	|	137838	|	137838	|	Clostridium neonatale
1	|	138072	|	138072	|	Candidatus Hamiltonella defensa
1	|	138074	|	138074	|	Serratia symbiotica
1	|	138336	|	138336	|	Blastococcus saxobsidens
1	|	138563	|	138563	|	Helicobacter cetorum
1	|	138948	|	138948	|	Enterovirus A
1	|	138949	|	138949	|	Enterovirus B
1	|	138950	|	138950	|	Enterovirus C
1	|	139208	|	139208	|	Isoptericola variabilis
1	|	140626	|	140626	|	Lachnobacterium bovis
1	|	141904	|	141904	|	Vibrio virus CTXphi
1	|	145458	|	145458	|	Rathayibacter toxicus
1	|	145522	|	145522	|	Nannochloropsis oceanica
1	|	146017	|	146017	|	Mycolicibacterium boenickei
1	|	146032	|	146032	|	Goose circovirus
1	|	146474	|	146474	|	Acetobacter orientalis
1	|	146476	|	146476	|	Acetobacter syzygii
1	|	146819	|	146819	|	Streptomyces europaeiscabiei
1	|	146919	|	146919	|	Salinibacter ruber
1	|	146922	|	146922	|	Streptomyces griseofuscus
1	|	147207	|	147207	|	Collinsella intestinalis
1	|	147645	|	147645	|	Paracoccus yeei
1	|	147711	|	147711	|	Rhinovirus A
1	|	147712	|	147712	|	Rhinovirus B
1	|	147802	|	147802	|	Lactobacillus iners
1	|	148305	|	148305	|	Pyricularia grisea
1	|	148604	|	148604	|	Limosilactobacillus ingluviei
1	|	148814	|	148814	|	Apilactobacillus kunkeei
1	|	150055	|	150055	|	Streptococcus lutetiensis
1	|	150056	|	150056	|	Mammaliicoccus fleurettii
1	|	150123	|	150123	|	Plantibacter flavus
1	|	151081	|	151081	|	Pseudoalteromonas ruthenica
1	|	152268	|	152268	|	Metabacillus litoralis
1	|	152331	|	152331	|	Lentilactobacillus parabuchneri
1	|	152332	|	152332	|	Lentilactobacillus parakefiri
1	|	152480	|	152480	|	Burkholderia ambifaria
1	|	152500	|	152500	|	Burkholderia dolosa
1	|	152682	|	152682	|	Sphingomonas melonis
1	|	153151	|	153151	|	Parageobacillus toebii
1	|	153496	|	153496	|	Kozakia baliensis
1	|	154046	|	154046	|	Hungatella hathewayi
1	|	154288	|	154288	|	Turicibacter sanguinis
1	|	155077	|	155077	|	Cellvibrio japonicus
1	|	155194	|	155194	|	Bartonella bovis
1	|	155322	|	155322	|	Bacillus toyonensis
1	|	155866	|	155866	|	Weissella soli
1	|	155892	|	155892	|	Caulobacter vibrioides
1	|	156630	|	156630	|	Alternaria arborescens
1	|	156980	|	156980	|	Arthrobacter woluwensis
1	|	156981	|	156981	|	Cellulomonas hominis
1	|	157268	|	157268	|	Helicobacter winghamensis
1	|	157687	|	157687	|	Leptotrichia wadei
1	|	157782	|	157782	|	Pseudomonas parafulva
1	|	158080	|	158080	|	Chromohalobacter salexigens
1	|	158484	|	158484	|	Cedecea davisae
1	|	158627	|	158627	|	Pseudomonas graminis
1	|	158787	|	158787	|	Bifidobacterium scardovii
1	|	158822	|	158822	|	Cedecea neteri
1	|	158836	|	158836	|	Enterobacter hormaechei
1	|	158847	|	158847	|	Megamonas hypermegale
1	|	158849	|	158849	|	Moellerella wisconsensis
1	|	158850	|	158850	|	Providencia rustigianii
1	|	158877	|	158877	|	Yokenella regensburgei
1	|	159743	|	159743	|	Paenibacillus terrae
1	|	160386	|	160386	|	Corynebacterium casei
1	|	160404	|	160404	|	Anaerotignum lactatifermentans
1	|	160453	|	160453	|	Enterococcus gilvus
1	|	160699	|	160699	|	Agrobacterium larrymoorei
1	|	160791	|	160791	|	Sphingomonas wittichii
1	|	160808	|	160808	|	Acidithiobacillus ferrivorans
1	|	161398	|	161398	|	Pseudoalteromonas phenolica
1	|	161879	|	161879	|	Corynebacterium kroppenstedtii
1	|	161934	|	161934	|	Beta vulgaris
1	|	162145	|	162145	|	Human metapneumovirus
1	|	162425	|	162425	|	Aspergillus nidulans
1	|	162426	|	162426	|	Microbacterium hominis
1	|	163011	|	163011	|	Pseudomonas lini
1	|	163665	|	163665	|	Dysgonomonas mossii
1	|	164328	|	164328	|	Phytophthora ramorum
1	|	164514	|	164514	|	Blattabacterium punctulatus
1	|	164546	|	164546	|	Cupriavidus taiwanensis
1	|	165096	|	165096	|	Weissella koreensis
1	|	165179	|	165179	|	Prevotella copri
1	|	165848	|	165848	|	Junonia evarete
1	|	166486	|	166486	|	Roseburia intestinalis
1	|	168469	|	168469	|	Pseudomonas costantinii
1	|	168471	|	168471	|	Laribacter hongkongensis
1	|	168695	|	168695	|	Salinispora tropica
1	|	168697	|	168697	|	Salinispora arenicola
1	|	168935	|	168935	|	Thalassospira lucentensis
1	|	169292	|	169292	|	Corynebacterium aurimucosum
1	|	169430	|	169430	|	Paraburkholderia hospita
1	|	169435	|	169435	|	Anaerotruncus colihominis
1	|	169669	|	169669	|	Pseudomonas extremorientalis
1	|	169679	|	169679	|	Clostridium saccharobutylicum
1	|	170573	|	170573	|	Staphylococcus pettenkoferi
1	|	170623	|	170623	|	Azotobacter beijerinckii
1	|	170651	|	170651	|	Vibrio neptunius
1	|	170673	|	170673	|	Vibrio kanaloae
1	|	170679	|	170679	|	Vibrio chagasii
1	|	171383	|	171383	|	Vibrio hepatarius
1	|	171693	|	171693	|	Oceanobacillus picturae
1	|	172042	|	172042	|	Rothia aeria
1	|	172045	|	172045	|	Elizabethkingia miricola
1	|	172278	|	172278	|	Chilli leaf curl virus
1	|	173365	|	173365	|	Methylobacter tundripaludum
1	|	174685	|	174685	|	Ordospora colligata
1	|	175628	|	175628	|	Gordonia paraffinivorans
1	|	176102	|	176102	|	Pseudoalteromonas agarivorans
1	|	176275	|	176275	|	Beauveria bassiana
1	|	176292	|	176292	|	Secundilactobacillus malefermentans
1	|	178001	|	178001	|	Leuconostoc inhae
1	|	178214	|	178214	|	Facklamia hominis
1	|	178606	|	178606	|	Leptospirillum ferriphilum
1	|	178901	|	178901	|	Acetobacter malorum
1	|	179636	|	179636	|	Alicycliphilus denitrificans
1	|	179879	|	179879	|	Burkholderia anthina
1	|	180088	|	180088	|	Rhizopogon vesiculosus
1	|	180164	|	180164	|	Blautia schinkii
1	|	180170	|	180170	|	Infectious spleen and kidney necrosis virus
1	|	180282	|	180282	|	Delftia tsuruhatensis
1	|	180332	|	180332	|	Robinsoniella peoriensis
1	|	180498	|	180498	|	Jatropha curcas
1	|	180588	|	180588	|	Psychrobacter faecalis
1	|	180957	|	180957	|	Pectobacterium brasiliense
1	|	181343	|	181343	|	Rhizopogon rudus
1	|	181667	|	181667	|	Lambdapapillomavirus 1
1	|	181675	|	181675	|	Limosilactobacillus coleohominis
1	|	182337	|	182337	|	Erwinia billingiae
1	|	182845	|	182845	|	Calonectria ilicicola
1	|	183417	|	183417	|	Proteus hauseri
1	|	183795	|	183795	|	Pseudomonas mediterranea
1	|	184870	|	184870	|	Varibaculum cambriense
1	|	185007	|	185007	|	Pseudobutyrivibrio xylanivorans
1	|	185008	|	185008	|	Butyrivibrio hungatei
1	|	185793	|	185793	|	Tomato yellow leaf curl China virus
1	|	186540	|	186540	|	Sudan ebolavirus
1	|	186541	|	186541	|	Tai Forest ebolavirus
1	|	186805	|	186805	|	Goatpox virus
1	|	187304	|	187304	|	Labrenzia aggregata
1	|	187327	|	187327	|	Acidaminococcus intestini
1	|	187452	|	187452	|	Pediococcus claussenii
1	|	188144	|	188144	|	Enterovibrio norvegicus
1	|	188932	|	188932	|	Pedobacter cryoconitis
1	|	189381	|	189381	|	Bacillus marisflavi
1	|	189382	|	189382	|	Bacillus aquimaris
1	|	189426	|	189426	|	Paenibacillus odorifer
1	|	189691	|	189691	|	Paenibacillus elgii
1	|	190061	|	190061	|	Fowl aviadenovirus A
1	|	190062	|	190062	|	Fowl aviadenovirus B
1	|	190063	|	190063	|	Fowl aviadenovirus C
1	|	190064	|	190064	|	Fowl aviadenovirus D
1	|	190065	|	190065	|	Fowl aviadenovirus E
1	|	190721	|	190721	|	Ralstonia insidiosa
1	|	190893	|	190893	|	Vibrio coralliilyticus
1	|	190895	|	190895	|	Vibrio rotiferianus
1	|	191292	|	191292	|	Rhodococcus aetherivorans
1	|	191390	|	191390	|	Pseudomonas palleroniana
1	|	191391	|	191391	|	Pseudomonas salomonii
1	|	191770	|	191770	|	Marinilactibacillus psychrotolerans
1	|	192421	|	192421	|	Planococcus maritimus
1	|	192812	|	192812	|	Qipengyuania flava
1	|	193462	|	193462	|	Streptomyces niveus
1	|	194440	|	194440	|	Primate T-lymphotropic virus 1
1	|	194441	|	194441	|	Primate T-lymphotropic virus 2
1	|	194963	|	194963	|	Sinorhizobium americanum
1	|	195088	|	195088	|	Halobacillus karajensis
1	|	195105	|	195105	|	Haematobacter massiliensis
1	|	196024	|	196024	|	Aeromonas dhakensis
1	|	196064	|	196064	|	Calonectria pseudonaviculata
1	|	196093	|	196093	|	Tomato leaf curl Taiwan virus
1	|	196367	|	196367	|	Caballeronia sordidicola
1	|	197575	|	197575	|	Haemophilus aegyptius
1	|	197614	|	197614	|	Streptococcus pasteurianus
1	|	198068	|	198068	|	Santee-Cooper ranavirus
1	|	198252	|	198252	|	Candidatus Pelagibacter ubique
1	|	198618	|	198618	|	Pseudomonas umsongensis
1	|	198620	|	198620	|	Pseudomonas koreensis
1	|	199306	|	199306	|	Coccidioides posadasii
1	|	199591	|	199591	|	Brevibacterium luteolum
1	|	199592	|	199592	|	Microbacterium paraoxydans
1	|	200450	|	200450	|	Pseudomonas trivialis
1	|	200451	|	200451	|	Pseudomonas poae
1	|	200452	|	200452	|	Pseudomonas congelans
1	|	202611	|	202611	|	Lysinibacillus odysseyi
1	|	202950	|	202950	|	Acinetobacter baylyi
1	|	202951	|	202951	|	Acinetobacter bouvetii
1	|	202954	|	202954	|	Acinetobacter tandoii
1	|	202956	|	202956	|	Acinetobacter towneri
1	|	204038	|	204038	|	Dickeya dadantii
1	|	204039	|	204039	|	Dickeya dianthicola
1	|	204042	|	204042	|	Dickeya zeae
1	|	204516	|	204516	|	Phocaeicola massiliensis
1	|	204799	|	204799	|	Nitratireductor aquibiodomus
1	|	205686	|	205686	|	Ascochyta lentis
1	|	206506	|	206506	|	Kerstersia gyiorum
1	|	207340	|	207340	|	Roseomonas mucosa
1	|	208223	|	208223	|	Kosakonia cowanii
1	|	208224	|	208224	|	Enterobacter kobei
1	|	208348	|	208348	|	Puccinia triticina
1	|	208479	|	208479	|	Enterocloster bolteae
1	|	208602	|	208602	|	Nocardia puris
1	|	208962	|	208962	|	Escherichia albertii
1	|	211146	|	211146	|	Paenarthrobacter nitroguajacolicus
1	|	212035	|	212035	|	Acanthamoeba polyphaga mimivirus
1	|	212663	|	212663	|	Vibrio tasmaniensis
1	|	213419	|	213419	|	Geobacillus zalihae
1	|	214473	|	214473	|	Staphylococcus nepalensis
1	|	214853	|	214853	|	Anaerofustis stercorihominis
1	|	214856	|	214856	|	Alistipes finegoldii
1	|	215221	|	215221	|	Komagataeibacter rhaeticus
1	|	215358	|	215358	|	Larimichthys crocea
1	|	215580	|	215580	|	Schlegelella thermodepolymerans
1	|	216778	|	216778	|	Stenotrophomonas rhizophila
1	|	216816	|	216816	|	Bifidobacterium longum
1	|	217203	|	217203	|	Achromobacter spanius
1	|	217204	|	217204	|	Achromobacter insolitus
1	|	218284	|	218284	|	Rossellomorea vietnamensis
1	|	219572	|	219572	|	Pseudomonas antarctica
1	|	219574	|	219574	|	Pseudomonas proteolytica
1	|	220608	|	220608	|	Tomato leaf curl Bangalore virus
1	|	220697	|	220697	|	Thalassospira xiamenensis
1	|	220812	|	220812	|	Tomato leaf curl betasatellite
1	|	220932	|	220932	|	Tomato leaf curl Karnataka virus
1	|	221126	|	221126	|	Algibacter lectus
1	|	221167	|	221167	|	Fusarium xylarioides
1	|	221822	|	221822	|	Phaeobacter inhibens
1	|	222456	|	222456	|	Cotton leaf curl Alabad virus
1	|	222459	|	222459	|	Cotton leaf curl Gezira virus
1	|	223252	|	223252	|	Cotton leaf curl Multan virus
1	|	223919	|	223919	|	Clostridium diolis
1	|	223967	|	223967	|	Methylorubrum populi
1	|	225991	|	225991	|	Comamonas aquatica
1	|	225992	|	225992	|	Comamonas kerstersii
1	|	226665	|	226665	|	Rickettsia heilongjiangensis
1	|	227866	|	227866	|	Bacillus tequilensis
1	|	227945	|	227945	|	Lactobacillus ultunensis
1	|	228229	|	228229	|	Ligilactobacillus saerimneri
1	|	229007	|	229007	|	Halomonas ventosae
1	|	229634	|	229634	|	Papaya leaf curl China virus
1	|	229636	|	229636	|	Tomato leaf curl China virus
1	|	230603	|	230603	|	Saccharomyces uvarum
1	|	231049	|	231049	|	Furfurilactobacillus rossiae
1	|	231455	|	231455	|	Dyella japonica
1	|	231936	|	231936	|	Phymatotrichopsis omnivora
1	|	232082	|	232082	|	Fusarium virguliforme
1	|	233316	|	233316	|	Alteromonas stellipolaris
1	|	237258	|	237258	|	Cloacibacterium normanense
1	|	237609	|	237609	|	Pseudomonas alkylphenolica
1	|	237610	|	237610	|	Pseudomonas psychrotolerans
1	|	237895	|	237895	|	Cryptosporidium hominis
1	|	238834	|	238834	|	Clostridium estertheticum
1	|	239935	|	239935	|	Akkermansia muciniphila
1	|	240427	|	240427	|	Secundilactobacillus paracollinoides
1	|	240865	|	240865	|	Honeysuckle yellow vein virus
1	|	242606	|	242606	|	Luteibacter rhizovicinus
1	|	244366	|	244366	|	Klebsiella variicola
1	|	244518	|	244518	|	Petrochromis trewavasae
1	|	244566	|	244566	|	Pseudomonas lurida
1	|	245174	|	245174	|	Wallemia ichthyophaga
1	|	246167	|	246167	|	Vibrio crassostreae
1	|	246432	|	246432	|	Staphylococcus equorum
1	|	246787	|	246787	|	Bacteroides cellulosilyticus
1	|	249248	|	249248	|	Adineta ricciae
1	|	251699	|	251699	|	Pseudomonas syringae group genomosp. 7
1	|	251701	|	251701	|	Pseudomonas syringae group genomosp. 3
1	|	251747	|	251747	|	Chromobacterium subtsugae
1	|	252970	|	252970	|	Paraburkholderia phenoliruptrix
1	|	253239	|	253239	|	Ethanoligenens harbinense
1	|	254758	|	254758	|	Bacillus fortis
1	|	254785	|	254785	|	Streptococcus halichoeri
1	|	255045	|	255045	|	Bradyrhizobium canariense
1	|	255507	|	255507	|	Aliarcobacter cibarius
1	|	255519	|	255519	|	Atlantibacter subterranea
1	|	256466	|	256466	|	Pseudomonas japonica
1	|	256701	|	256701	|	Glutamicibacter arilaitensis
1	|	257438	|	257438	|	Gluconobacter thailandicus
1	|	257708	|	257708	|	Roseomonas gilardii
1	|	257758	|	257758	|	Streptococcus pseudopneumoniae
1	|	258505	|	258505	|	Mycolicibacterium fluoranthenivorans
1	|	260554	|	260554	|	Bacillus halotolerans
1	|	260714	|	260714	|	Campylobacter insulaenigrae
1	|	261299	|	261299	|	Intestinibacter bartlettii
1	|	262209	|	262209	|	Janibacter melonis
1	|	263511	|	263511	|	Crocosphaera watsonii
1	|	263819	|	263819	|	Yersinia aleksiciae
1	|	264251	|	264251	|	Cellulosimicrobium funkei
1	|	264483	|	264483	|	Phaffia rhodozyma
1	|	264691	|	264691	|	Trichormus variabilis
1	|	264951	|	264951	|	Byssochlamys spectabilis
1	|	265294	|	265294	|	Ambystoma tigrinum virus
1	|	265606	|	265606	|	Rhodopirellula baltica
1	|	265726	|	265726	|	Photobacterium halotolerans
1	|	265959	|	265959	|	Komagataeibacter saccharivorans
1	|	266809	|	266809	|	Thalassobacter stenotrophicus
1	|	267128	|	267128	|	Sphingopyxis granuli
1	|	267135	|	267135	|	Erythrobacter donghaensis
1	|	267212	|	267212	|	Neisseria bacilliformis
1	|	267363	|	267363	|	Levilactobacillus zymae
1	|	267818	|	267818	|	Lactobacillus kefiranofaciens
1	|	269673	|	269673	|	Sporolactobacillus terrae
1	|	270146	|	270146	|	Tomato leaf curl Sudan virus
1	|	270256	|	270256	|	Eggplant mottled crinkle virus
1	|	270918	|	270918	|	Salegentibacter mishustinae
1	|	271420	|	271420	|	Pseudomonas xanthomarina
1	|	271881	|	271881	|	Lactiplantibacillus argentoratensis
1	|	273350	|	273350	|	Wyeomyia orthobunyavirus
1	|	273371	|	273371	|	Candida orthopsilosis
1	|	273384	|	273384	|	Brevibacterium aurantiacum
1	|	273677	|	273677	|	Microbacterium oleivorans
1	|	273678	|	273678	|	Microbacterium hydrocarbonoxydans
1	|	279058	|	279058	|	Collimonas arenae
1	|	279813	|	279813	|	Thalassobacillus devorans
1	|	279826	|	279826	|	Mesobacillus foraminis
1	|	280145	|	280145	|	Acinetobacter colistiniresistens
1	|	280147	|	280147	|	Acinetobacter courvalinii
1	|	280332	|	280332	|	Bradyrhizobium jicamae
1	|	281068	|	281068	|	Fusarium cortaderiae
1	|	282267	|	282267	|	Fusarium asiaticum
1	|	282268	|	282268	|	Fusarium austroamericanum
1	|	282269	|	282269	|	Fusarium meridionale
1	|	282272	|	282272	|	Fusarium acaciae-mearnsii
1	|	283686	|	283686	|	Kosakonia radicincitans
1	|	283734	|	283734	|	Staphylococcus pseudintermedius
1	|	285458	|	285458	|	Streptomyces agglomeratus
1	|	285562	|	285562	|	Streptomyces coelicoflavus
1	|	285676	|	285676	|	Micromonospora saelicesensis
1	|	288795	|	288795	|	Microbotryum lychnidis-dioicae
1	|	289078	|	289078	|	Microbotryum saponariae
1	|	289389	|	289389	|	Aplysina aerophoba
1	|	290055	|	290055	|	Faecalicatena fissicatena
1	|	290335	|	290335	|	Tetragenococcus koreensis
1	|	291644	|	291644	|	Bacteroides salyersiae
1	|	291645	|	291645	|	Bacteroides nordii
1	|	292029	|	292029	|	Staphylococcus virus G1
1	|	292800	|	292800	|	Flavonifractor plautii
1	|	293050	|	293050	|	Rhodococcus kroppenstedtii
1	|	293386	|	293386	|	Bacillus stratosphericus
1	|	293387	|	293387	|	Bacillus altitudinis
1	|	293939	|	293939	|	Aspergillus lentulus
1	|	293958	|	293958	|	Rhizobium lusitanum
1	|	297244	|	297244	|	Chryseobacterium shigense
1	|	298333	|	298333	|	Turkey siadenovirus A
1	|	299583	|	299583	|	Francisella orientalis
1	|	299767	|	299767	|	Enterobacter ludwigii
1	|	300019	|	300019	|	Microbacterium paludicola
1	|	300028	|	300028	|	Rhodococcus triatomae
1	|	300181	|	300181	|	Serratia ureilytica
1	|	300876	|	300876	|	Vibrio europaeus
1	|	301301	|	301301	|	Roseburia hominis
1	|	301302	|	301302	|	Roseburia faecis
1	|	303541	|	303541	|	Lactobacillus apis
1	|	304207	|	304207	|	Schleiferilactobacillus harbinensis
1	|	305977	|	305977	|	Pusillimonas noertemannii
1	|	306025	|	306025	|	Cotton leaf curl Multan betasatellite
1	|	306554	|	306554	|	Colletotrichum nymphaeae
1	|	307251	|	307251	|	Pseudomonas panacis
1	|	307658	|	307658	|	Monomorium pharaonis
1	|	308354	|	308354	|	Staphylococcus simiae
1	|	310297	|	310297	|	Phocaeicola plebeius
1	|	310298	|	310298	|	Phocaeicola coprocola
1	|	310300	|	310300	|	Bacteroides pyogenes
1	|	310910	|	310910	|	Linnemannia elongata
1	|	311180	|	311180	|	Salipiger pacificus
1	|	311410	|	311410	|	Labrenzia alba
1	|	312026	|	312026	|	Paraburkholderia mimosarum
1	|	312279	|	312279	|	Emticicia oligotrophica
1	|	312306	|	312306	|	Pseudomonas entomophila
1	|	314275	|	314275	|	Alteromonas mediterranea
1	|	314344	|	314344	|	Mariprofundus ferrooxydans
1	|	314722	|	314722	|	Pseudoxanthomonas suwonensis
1	|	315347	|	315347	|	Solanum verrucosum
1	|	315405	|	315405	|	Streptococcus gallolyticus
1	|	316997	|	316997	|	Rubrivivax benzoatilyticus
1	|	317577	|	317577	|	Deinococcus ficus
1	|	317735	|	317735	|	Enterococcus caccae
1	|	318456	|	318456	|	Photobacterium kishitanii
1	|	318683	|	318683	|	Gluconobacter albidus
1	|	318829	|	318829	|	Pyricularia oryzae
1	|	319939	|	319939	|	Pseudomonas otitidis
1	|	320912	|	320912	|	Maribacter dokdonensis
1	|	321318	|	321318	|	Dietzia cinnamea
1	|	321662	|	321662	|	Pseudomonas moraviensis
1	|	321846	|	321846	|	Pseudomonas simiae
1	|	321895	|	321895	|	Paraburkholderia silvatlantica
1	|	322505	|	322505	|	Sharpea azabuensis
1	|	322509	|	322509	|	Dietzia kunjamensis
1	|	324685	|	324685	|	Duck circovirus
1	|	324767	|	324767	|	Bacillus infantis
1	|	324768	|	324768	|	Bacillus idriensis
1	|	325452	|	325452	|	Phytophthora kernoviae
1	|	326522	|	326522	|	Neisseria animaloris
1	|	327160	|	327160	|	Candidatus Accumulibacter phosphatis
1	|	328812	|	328812	|	Parabacteroides goldsteinii
1	|	328813	|	328813	|	Alistipes onderdonkii
1	|	328814	|	328814	|	Alistipes shahii
1	|	329852	|	329852	|	Escherichia virus MS2
1	|	329853	|	329853	|	Escherichia virus BZ13
1	|	329854	|	329854	|	Bacteroides intestinalis
1	|	332186	|	332186	|	Shewanella xiamenensis
1	|	332411	|	332411	|	Aquitalea magnusonii
1	|	333754	|	333754	|	Alphapapillomavirus 10
1	|	333757	|	333757	|	Alphapapillomavirus 8
1	|	333767	|	333767	|	Alphapapillomavirus 3
1	|	333924	|	333924	|	Betapapillomavirus 2
1	|	333926	|	333926	|	Gammapapillomavirus 1
1	|	333962	|	333962	|	Providencia heimbachae
1	|	334207	|	334207	|	Betapapillomavirus 3
1	|	334542	|	334542	|	Rhodococcus qingshengii
1	|	336203	|	336203	|	Sphingobium fuliginis
1	|	336810	|	336810	|	Candidatus Sulcia muelleri
1	|	336988	|	336988	|	Oenococcus kitaharae
1	|	337039	|	337039	|	Alphapapillomavirus 2
1	|	337041	|	337041	|	Alphapapillomavirus 9
1	|	337042	|	337042	|	Alphapapillomavirus 7
1	|	337044	|	337044	|	Alphapapillomavirus 5
1	|	337050	|	337050	|	Alphapapillomavirus 6
1	|	337051	|	337051	|	Betapapillomavirus 1
1	|	337052	|	337052	|	Deltapapillomavirus 4
1	|	337243	|	337243	|	Halorubrum ezzemoulense
1	|	338188	|	338188	|	Bacteroides finegoldii
1	|	339268	|	339268	|	Mycobacterium colombiense
1	|	340320	|	340320	|	Leucobacter luti
1	|	340414	|	340414	|	Aspergillus fumigatiaffinis
1	|	342113	|	342113	|	Burkholderia oklahomensis
1	|	342409	|	342409	|	White spot syndrome virus
1	|	342942	|	342942	|	Mediterraneibacter glycyrrhizinilyticus
1	|	343517	|	343517	|	Paenibacillus barengoltzii
1	|	343874	|	343874	|	Empedobacter falsenii
1	|	344589	|	344589	|	Laccaria trichodermophora
1	|	345309	|	345309	|	Luteibacter yeojuensis
1	|	351187	|	351187	|	Salinispora pacifica
1	|	356829	|	356829	|	Bifidobacterium tsurumiense
