#species_taxid	min_ungapped_length	max_ungapped_length	expected_ungapped_length	number_of_genomes
2713500	2358000	3539000	2948585	5
2713502	2378000	3568000	2972798	9
2716812	2670000	8012000	5340989	7
2723674	17496000	37645000	27570445	8
2731247	2697000	4046000	3371353	8
2741499	4138000	6209000	5173433	4
2742203	2103000	3156000	2629435	9
2754717	850000	2552000	1700913	11
2763006	6549000	10029000	8289343	4
2766470	1325000	2578000	1951456	4
2778550	3291000	5889000	4590276	4
2781243	2321000	3483000	2901888	12
2782701	7171000	10758000	8964228	5
2801451	1594000	4518000	3056006	4
2813651	31916000	47875000	39895394	20
2838249	2251000	3378000	2814444	11
