name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
FH195		contig00001	198518	199873	-	glpT_E448K	Escherichia fosfomycin resistant GlpT	core	AMR	POINT	FOSFOMYCIN	FOSFOMYCIN	POINTX	452	452	100.0	99.78	452	WP_000948731.1	glycerol-3-phosphate transporter GlpT		
FH195		contig00001	395559	395897	-	iss	increased serum survival lipoprotein Iss	plus	VIRULENCE	VIRULENCE			EXACTX	113	113	100.0	100.0	113	CAQ97644.1	increased serum survival lipoprotein Iss		
FH195		contig00002	5440	8541	-	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1034	1034	100.0	99.52	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF		
FH195		contig00002	309184	313737	+	sslE	lipoprotein metalloprotease SslE	plus	VIRULENCE	VIRULENCE			BLASTX	1518	1520	100.0	96.32	1520	ADE89421.1	lipoprotein metalloprotease SslE		
FH195		contig00004	3955	4218	+	ymgB	biofilm/acid-resistance regulator AriR	plus	STRESS	ACID			BLASTX	88	88	100.0	98.86	88	AAC74250.1	biofilm/acid-resistance regulator AriR		
FH195		contig00011	83795	84982	+	emrD	multidrug efflux MFS transporter EmrD	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	396	396	100.0	99.75	396	EFF04178.1	multidrug efflux MFS transporter EmrD		
FH195		contig00011	141567	142136	-	lpfA	long polar fimbria major subunit LpfA-O113	plus	VIRULENCE	VIRULENCE			BLASTX	190	190	100.0	98.95	190	ACB16424.1	long polar fimbria major subunit LpfA-O113		
FH195		contig00014	143876	145105	-	mdtM	multidrug efflux MFS transporter MdtM	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	410	410	100.0	97.56	410	AAC77293.1	multidrug efflux MFS transporter MdtM		
FH195		contig00016	30473	30802	+	emrE	multidrug efflux SMR transporter EmrE	plus	STRESS	BIOCIDE	EFFLUX	EFFLUX	BLASTX	110	110	100.0	98.18	110	CAA77936.1	multidrug efflux SMR transporter EmrE		
FH195		contig00017	29204	33331	-	vactox	vacuolating autotransporter toxin Vat	plus	VIRULENCE	VIRULENCE			EXACTX	1376	1376	100.0	100.0	1376	AAN78874.1	vacuolating autotransporter toxin Vat		
FH195		contig00017	50131	54375	+	fdeC	intimin-like adhesin FdeC	plus	VIRULENCE	VIRULENCE			BLASTX	1415	1416	100.0	98.16	1416	ABE05822.1	intimin-like adhesin FdeC		
FH195		contig00019	43537	46080	+	cyaA_S352T	Escherichia fosmidomycin resistant CyaA	core	AMR	POINT	FOSMIDOMYCIN	FOSMIDOMYCIN	POINTX	848	848	100.0	99.29	848	WP_000281668.1	adenylate cyclase CyaA		
FH195		contig00025	48007	50181	+	iroN	siderophore salmochelin receptor IroN	plus	VIRULENCE	VIRULENCE			EXACTX	725	725	100.0	100.0	725	AAN76093.1	siderophore salmochelin receptor IroN		
FH195		contig00025	50232	51185	-	iroE	catecholate siderophore esterase IroE	plus	VIRULENCE	VIRULENCE			BLASTX	318	318	100.0	99.69	318	ACJ63530.1	catecholate siderophore esterase IroE		
FH195		contig00025	51273	52499	-	iroD	catecholate siderophore esterase IroD	plus	VIRULENCE	VIRULENCE			BLASTX	409	409	100.0	99.76	409	ACJ63529.1	catecholate siderophore esterase IroD		
FH195		contig00025	52606	56262	-	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE			BLASTX	1219	1219	100.0	99.51	1219	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC		
FH195		contig00025	56405	57517	-	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE			BLASTX	371	371	100.0	99.46	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB		
FH195		contig00025	60666	61004	-	iss	increased serum survival lipoprotein Iss	plus	VIRULENCE	VIRULENCE			EXACTX	113	113	100.0	100.0	113	CAQ90194.1	increased serum survival lipoprotein Iss		
FH195		contig00026	48120	49919	+	ybtP	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	plus	VIRULENCE	VIRULENCE			BLASTX	600	600	100.0	99.5	600	CAA21388.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtP		
FH195		contig00026	49909	51708	+	ybtQ	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	plus	VIRULENCE	VIRULENCE			BLASTX	600	600	100.0	99.67	600	AAC69584.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ		
FH195		contig00033	24849	25979	-	blaEC	BlaEC family class C beta-lactamase	plus	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	377	377	100.0	97.88	377	WP_063860454.1	cephalosporin-hydrolyzing class C beta-lactamase EC-8		
FH195		contig00038	23584	25629	-	ireA	TonB-dependent siderophore receptor IreA	plus	VIRULENCE	VIRULENCE			BLASTX	682	682	100.0	99.85	682	AAN83596.1	TonB-dependent siderophore receptor IreA		
FH195		contig00042	7316	9502	-	iutA	ferric aerobactin receptor IutA	plus	VIRULENCE	VIRULENCE			BLASTX	729	731	99.73	89.71	729	AAN45165.2	ferric aerobactin receptor IutA		
FH195		contig00042	9599	10873	-	iucD	NADPH-dependent L-lysine N(6)-monooxygenase IucD	plus	VIRULENCE	VIRULENCE			BLASTX	425	445	95.51	97.65	425	AAD44749.1	NADPH-dependent L-lysine N(6)-monooxygenase IucD		
FH195		contig00042	10873	12612	-	iucC	NIS family aerobactin synthetase IucC	plus	VIRULENCE	VIRULENCE			BLASTX	580	580	100.0	97.59	580	AAN82073.1	NIS family aerobactin synthetase IucC		
FH195		contig00042	12615	13559	-	iucB	N(6)-hydroxylysine O-acetyltransferase IucB	plus	VIRULENCE	VIRULENCE			BLASTX	315	315	100.0	95.87	315	AAN82074.1	N(6)-hydroxylysine O-acetyltransferase IucB		
FH195		contig00042	13563	15284	-	iucA	aerobactin synthase IucA	plus	VIRULENCE	VIRULENCE			BLASTX	574	576	100.0	95.31	576	EGI25746.1	aerobactin synthase IucA		
FH195		contig00044	6105	10217	-	pic	serine protease autotransporter toxin Pic	plus	VIRULENCE	VIRULENCE			EXACTX	1371	1371	100.0	100.0	1371	AAN78833.1	serine protease autotransporter toxin Pic		
FH195		contig00053	2017	4110	+	mchF	microcin H47 export transporter peptidase/ATP-binding subunit MchF	plus	VIRULENCE	VIRULENCE			BLASTX	698	698	100.0	99.71	698	CAA40744.1	microcin H47 export transporter peptidase/ATP-binding subunit MchF		
FH195		contig00053	4286	4594	-	cvaC	colicin V	plus	VIRULENCE	VIRULENCE			EXACTX	103	103	100.0	100.0	103	CAA40746.1	colicin V		
FH168		contig00001	359433	362534	+	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	INTERNAL_STOP	1034	1034	100.0	99.32	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF		
FH168		contig00003	49851	51206	-	glpT_E448K	Escherichia fosfomycin resistant GlpT	core	AMR	POINT	FOSFOMYCIN	FOSFOMYCIN	POINTX	452	452	100.0	99.12	452	WP_000948731.1	glycerol-3-phosphate transporter GlpT		
FH168		contig00004	49356	50774	-	espX1	type III secretion system effector EspX1	plus	VIRULENCE	VIRULENCE			BLASTX	473	473	100.0	93.87	473	ADD54679.1	type III secretion system effector EspX1		
FH168		contig00007	151073	151606	+	lpfA1	long polar fimbria major subunit LpfA1	plus	VIRULENCE	VIRULENCE			BLASTX	178	178	100.0	98.31	178	OPH66324.1	long polar fimbria major subunit LpfA1		
FH168		contig00008	86526	86789	+	ymgB	biofilm/acid-resistance regulator AriR	plus	STRESS	ACID			BLASTX	88	88	100.0	98.86	88	AAC74250.1	biofilm/acid-resistance regulator AriR		
FH168		contig00011	30483	34730	-	fdeC	intimin-like adhesin FdeC	plus	VIRULENCE	VIRULENCE			BLASTX	1416	1416	100.0	94.56	1416	ABE05822.1	intimin-like adhesin FdeC		
FH168		contig00020	53756	54985	-	mdtM	multidrug efflux MFS transporter MdtM	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	410	410	100.0	97.56	410	AAC77293.1	multidrug efflux MFS transporter MdtM		
FH168		contig00026	12940	14070	+	blaEC	BlaEC family class C beta-lactamase	plus	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	377	377	100.0	99.47	377	ABS58643.1	BlaEC family class C beta-lactamase		
FH168		contig00030	58694	59032	-	iss	increased serum survival lipoprotein Iss	plus	VIRULENCE	VIRULENCE			EXACTX	113	113	100.0	100.0	113	CAQ97644.1	increased serum survival lipoprotein Iss		
FH168		contig00031	26922	27251	-	emrE	multidrug efflux SMR transporter EmrE	plus	STRESS	BIOCIDE	EFFLUX	EFFLUX	EXACTX	110	110	100.0	100.0	110	CAA77936.1	multidrug efflux SMR transporter EmrE		
FH168		contig00050	599	937	+	iss	increased serum survival lipoprotein Iss	plus	VIRULENCE	VIRULENCE			EXACTX	113	113	100.0	100.0	113	CAQ90194.1	increased serum survival lipoprotein Iss		
FH168		contig00050	4090	5202	+	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE			BLASTX	371	371	100.0	99.73	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB		
FH168		contig00050	5345	9001	+	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE			BLASTX	1219	1219	100.0	99.34	1219	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC		
FH168		contig00050	9108	10334	+	iroD	catecholate siderophore esterase IroD	plus	VIRULENCE	VIRULENCE			EXACTX	409	409	100.0	100.0	409	ACJ63529.1	catecholate siderophore esterase IroD		
FH168		contig00050	10422	11375	+	iroE	catecholate siderophore esterase IroE	plus	VIRULENCE	VIRULENCE			EXACTX	318	318	100.0	100.0	318	ACJ63530.1	catecholate siderophore esterase IroE		
FH168		contig00050	11426	13600	-	iroN	siderophore salmochelin receptor IroN	plus	VIRULENCE	VIRULENCE			EXACTX	725	725	100.0	100.0	725	AAN76093.1	siderophore salmochelin receptor IroN		
FH168		contig00053	6635	8356	+	iucA	aerobactin synthase IucA	plus	VIRULENCE	VIRULENCE			BLASTX	574	576	100.0	95.31	576	EGI25746.1	aerobactin synthase IucA		
FH168		contig00053	8360	9304	+	iucB	N(6)-hydroxylysine O-acetyltransferase IucB	plus	VIRULENCE	VIRULENCE			BLASTX	315	315	100.0	95.87	315	AAN82074.1	N(6)-hydroxylysine O-acetyltransferase IucB		
FH168		contig00053	9307	11046	+	iucC	NIS family aerobactin synthetase IucC	plus	VIRULENCE	VIRULENCE			BLASTX	580	580	100.0	97.59	580	AAN82073.1	NIS family aerobactin synthetase IucC		
FH168		contig00053	11046	12320	+	iucD	NADPH-dependent L-lysine N(6)-monooxygenase IucD	plus	VIRULENCE	VIRULENCE			BLASTX	425	445	95.51	97.41	425	AAD44749.1	NADPH-dependent L-lysine N(6)-monooxygenase IucD		
FH168		contig00053	12417	14603	+	iutA	ferric aerobactin receptor IutA	plus	VIRULENCE	VIRULENCE			BLASTX	729	731	99.73	89.71	729	AAN45165.2	ferric aerobactin receptor IutA		
FH168		contig00065	137	4267	-	tsh	temperature-sensitive protease autotransporter hemagglutinin Tsh	plus	VIRULENCE	VIRULENCE			EXACTX	1377	1377	100.0	100.0	1377	ACA34793.1	temperature-sensitive protease autotransporter hemagglutinin Tsh		
FH8		contig00001	24354	25583	-	mdtM	multidrug efflux MFS transporter MdtM	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	410	410	100.0	97.56	410	AAC77293.1	multidrug efflux MFS transporter MdtM		
FH8		contig00002	217926	219281	-	glpT_E448K	Escherichia fosfomycin resistant GlpT	core	AMR	POINT	FOSFOMYCIN	FOSFOMYCIN	POINTX	452	452	100.0	99.78	452	WP_000948731.1	glycerol-3-phosphate transporter GlpT		
FH8		contig00003	1	2613	-	vactox	vacuolating autotransporter toxin Vat	plus	VIRULENCE	VIRULENCE			PARTIAL_CONTIG_ENDX	871	1376	63.3	100.0	871	AAN78874.1	vacuolating autotransporter toxin Vat		
FH8		contig00003	19414	23658	+	fdeC	intimin-like adhesin FdeC	plus	VIRULENCE	VIRULENCE			BLASTX	1415	1416	100.0	98.09	1416	ABE05822.1	intimin-like adhesin FdeC		
FH8		contig00005	3987	4250	+	ymgB	biofilm/acid-resistance regulator AriR	plus	STRESS	ACID			BLASTX	88	88	100.0	98.86	88	AAC74250.1	biofilm/acid-resistance regulator AriR		
FH8		contig00010	150237	153338	+	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1034	1034	100.0	99.52	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF		
FH8		contig00012	15335	16465	-	blaEC	BlaEC family class C beta-lactamase	plus	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	377	377	100.0	97.88	377	WP_063860454.1	cephalosporin-hydrolyzing class C beta-lactamase EC-8		
FH8		contig00015	65552	68095	-	cyaA_S352T	Escherichia fosmidomycin resistant CyaA	core	AMR	POINT	FOSMIDOMYCIN	FOSMIDOMYCIN	POINTX	848	848	100.0	99.29	848	WP_000281668.1	adenylate cyclase CyaA		
FH8		contig00017	1180	1992	-	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	BLASTX	271	271	100.0	99.63	271	WP_000018321.1	aminoglycoside O-phosphotransferase APH(3')-Ia		
FH8		contig00017	4504	5328	+	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	275	275	100.0	100.0	275	WP_109545041.1	aminoglycoside O-phosphotransferase APH(3'')-Ib		
FH8		contig00017	5331	6164	+	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.0	100.0	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id		
FH8		contig00017	13694	14269	-	terD	tellurium resistance membrane protein TerD	plus	STRESS	METAL	TELLURIUM	TELLURIUM	BLASTX	192	192	100.0	95.83	192	AAA98292.1	tellurium resistance membrane protein TerD		
FH8		contig00017	17019	17597	-	terZ	tellurium resistance-associated protein TerZ	plus	STRESS	METAL	TELLURIUM	TELLURIUM	BLASTX	193	193	100.0	99.48	193	AAA86846.1	tellurium resistance-associated protein TerZ		
FH8		contig00017	24171	24635	+	terW	tellurium resistance protein TerW	plus	STRESS	METAL	TELLURIUM	TELLURIUM	EXACTX	155	155	100.0	100.0	155	AAC44736.1	tellurium resistance protein TerW		
FH8		contig00018	82317	82655	-	iss	increased serum survival lipoprotein Iss	plus	VIRULENCE	VIRULENCE			EXACTX	113	113	100.0	100.0	113	CAQ97644.1	increased serum survival lipoprotein Iss		
FH8		contig00022	56513	58312	+	ybtP	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	plus	VIRULENCE	VIRULENCE			BLASTX	600	600	100.0	99.5	600	CAA21388.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtP		
FH8		contig00022	58302	60101	+	ybtQ	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	plus	VIRULENCE	VIRULENCE			BLASTX	600	600	100.0	99.67	600	AAC69584.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ		
FH8		contig00026	47154	48341	-	emrD	multidrug efflux MFS transporter EmrD	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	396	396	100.0	99.75	396	EFF04178.1	multidrug efflux MFS transporter EmrD		
FH8		contig00029	25497	25826	-	emrE	multidrug efflux SMR transporter EmrE	plus	STRESS	BIOCIDE	EFFLUX	EFFLUX	BLASTX	110	110	100.0	98.18	110	CAA77936.1	multidrug efflux SMR transporter EmrE		
FH8		contig00037	30199	30768	+	lpfA	long polar fimbria major subunit LpfA-O113	plus	VIRULENCE	VIRULENCE			BLASTX	190	190	100.0	98.95	190	ACB16424.1	long polar fimbria major subunit LpfA-O113		
FH8		contig00051	7191	8912	+	iucA	aerobactin synthase IucA	plus	VIRULENCE	VIRULENCE			BLASTX	574	576	100.0	95.31	576	EGI25746.1	aerobactin synthase IucA		
FH8		contig00051	8916	9860	+	iucB	N(6)-hydroxylysine O-acetyltransferase IucB	plus	VIRULENCE	VIRULENCE			BLASTX	315	315	100.0	95.87	315	AAN82074.1	N(6)-hydroxylysine O-acetyltransferase IucB		
FH8		contig00051	9863	11602	+	iucC	NIS family aerobactin synthetase IucC	plus	VIRULENCE	VIRULENCE			BLASTX	580	580	100.0	97.59	580	AAN82073.1	NIS family aerobactin synthetase IucC		
FH8		contig00051	11602	12876	+	iucD	NADPH-dependent L-lysine N(6)-monooxygenase IucD	plus	VIRULENCE	VIRULENCE			BLASTX	425	445	95.51	97.41	425	AAD44749.1	NADPH-dependent L-lysine N(6)-monooxygenase IucD		
FH8		contig00051	12973	15159	+	iutA	ferric aerobactin receptor IutA	plus	VIRULENCE	VIRULENCE			BLASTX	729	731	99.73	89.71	729	AAN45165.2	ferric aerobactin receptor IutA		
FH8		contig00054	520	858	+	iss	increased serum survival lipoprotein Iss	plus	VIRULENCE	VIRULENCE			EXACTX	113	113	100.0	100.0	113	CAQ90194.1	increased serum survival lipoprotein Iss		
FH8		contig00054	4015	5127	+	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE			BLASTX	371	371	100.0	99.73	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB		
FH8		contig00054	5270	8926	+	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE			BLASTX	1219	1219	100.0	99.34	1219	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC		
FH8		contig00054	9033	10259	+	iroD	catecholate siderophore esterase IroD	plus	VIRULENCE	VIRULENCE			EXACTX	409	409	100.0	100.0	409	ACJ63529.1	catecholate siderophore esterase IroD		
FH8		contig00054	10347	11300	+	iroE	catecholate siderophore esterase IroE	plus	VIRULENCE	VIRULENCE			EXACTX	318	318	100.0	100.0	318	ACJ63530.1	catecholate siderophore esterase IroE		
FH8		contig00054	11351	13525	-	iroN	siderophore salmochelin receptor IroN	plus	VIRULENCE	VIRULENCE			EXACTX	725	725	100.0	100.0	725	AAN76093.1	siderophore salmochelin receptor IroN		
FH8		contig00056	4439	6532	-	mchF	microcin H47 export transporter peptidase/ATP-binding subunit MchF	plus	VIRULENCE	VIRULENCE			BLASTX	698	698	100.0	99.86	698	CAJ44959.1	microcin H47 export transporter peptidase/ATP-binding subunit MchF		
FH8		contig00056	10255	10479	-	mchB	microcin H47	plus	VIRULENCE	VIRULENCE			EXACTX	75	75	100.0	100.0	75	CAB54534.2	microcin H47		
FH8		contig00064	11151	11627	-	hlyE	hemolysin HlyE	plus	VIRULENCE	VIRULENCE			INTERNAL_STOP	159	300	53.0	98.74	159	AAD28079.1	hemolysin HlyE		
FH8		contig00071	2181	2699	+	papE	P fimbrial minor subunit PapE	plus	VIRULENCE	VIRULENCE			EXACTX	173	173	100.0	100.0	173	CAA43568.1	P fimbrial minor subunit PapE		
FH8		contig00071	2777	3274	+	papF	P fimbrial tip protein PapF	plus	VIRULENCE	VIRULENCE			BLASTX	166	167	100.0	91.62	167	CAA43569.1	P fimbrial tip protein PapF		
FH8		contig00071	3321	4328	+	papG-II	P fimbria tip G-adhesin PapG-II	plus	VIRULENCE	VIRULENCE			BLASTX	336	337	100.0	98.81	337	AAA24293.1	P fimbria tip G-adhesin PapG-II		
FH8		contig00078	1207	2409	-	tet(B)	tetracycline efflux MFS transporter Tet(B)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	401	401	100.0	100.0	401	WP_001089068.1	tetracycline efflux MFS transporter Tet(B)		
FH8		contig00082	2094	4601	-	papC	P fimbrial usher protein PapC	plus	VIRULENCE	VIRULENCE			BLASTX	836	836	100.0	96.43	841	CAA43564.1	P fimbrial usher protein PapC		
FH8		contig00089	2	1069	+	ireA	TonB-dependent siderophore receptor IreA	plus	VIRULENCE	VIRULENCE			PARTIAL_CONTIG_ENDX	356	682	52.2	100.0	356	AAN83596.1	TonB-dependent siderophore receptor IreA		
FH8		contig00091	2767	3579	-	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.0	100.0	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2		
FH8		contig00093	1042	1878	-	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1		
FH8		contig00093	1875	2219	-	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1		
FH8		contig00093	2406	2876	-	dfrA5	trimethoprim-resistant dihydrofolate reductase DfrA5	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.0	100.0	157	WP_001317507.1	trimethoprim-resistant dihydrofolate reductase DfrA5		
FH8		contig00096	2	1069	+	ireA	TonB-dependent siderophore receptor IreA	plus	VIRULENCE	VIRULENCE			PARTIAL_CONTIG_ENDX	356	682	52.2	98.31	356	AAN83596.1	TonB-dependent siderophore receptor IreA		
FH8		contig00102	325	2940	+	tsh	temperature-sensitive protease autotransporter hemagglutinin Tsh	plus	VIRULENCE	VIRULENCE			PARTIAL_CONTIG_ENDX	872	1377	63.33	100.0	872	ACA34793.1	temperature-sensitive protease autotransporter hemagglutinin Tsh		
FH8		contig00114	1052	1909	+	blaTEM-1	class A broad-spectrum beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.0	100.0	286	WP_000027057.1	class A broad-spectrum beta-lactamase TEM-1		
FH8		contig00147	1	1077	+	ireA	TonB-dependent siderophore receptor IreA	plus	VIRULENCE	VIRULENCE			PARTIAL_CONTIG_ENDX	359	682	52.64	99.72	359	AAN83596.1	TonB-dependent siderophore receptor IreA		
AVC159		contig00001	15099	16229	-	blaEC	BlaEC family class C beta-lactamase	plus	AMR	AMR	BETA-LACTAM	BETA-LACTAM	INTERNAL_STOP	377	377	100.0	97.61	377	WP_063860454.1	cephalosporin-hydrolyzing class C beta-lactamase EC-8		
AVC159		contig00001	173878	175107	-	mdtM	multidrug efflux MFS transporter MdtM	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	410	410	100.0	97.56	410	AAC77293.1	multidrug efflux MFS transporter MdtM		
AVC159		contig00002	3963	4226	+	ymgB	biofilm/acid-resistance regulator AriR	plus	STRESS	ACID			BLASTX	88	88	100.0	98.86	88	AAC74250.1	biofilm/acid-resistance regulator AriR		
AVC159		contig00003	149156	150343	+	emrD	multidrug efflux MFS transporter EmrD	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	396	396	100.0	99.75	396	EFF04178.1	multidrug efflux MFS transporter EmrD		
AVC159		contig00003	206928	207497	-	lpfA	long polar fimbria major subunit LpfA-O113	plus	VIRULENCE	VIRULENCE			BLASTX	190	190	100.0	98.95	190	ACB16424.1	long polar fimbria major subunit LpfA-O113		
AVC159		contig00004	11005	11118	+	astA	heat-stable enterotoxin EAST1	plus	VIRULENCE	VIRULENCE			BLASTX	38	38	100.0	97.37	38	AAM88299.1	heat-stable enterotoxin EAST1		
AVC159		contig00004	217621	220722	+	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1034	1034	100.0	99.52	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF		
AVC159		contig00005	200157	204401	-	fdeC	intimin-like adhesin FdeC	plus	VIRULENCE	VIRULENCE			BLASTX	1415	1416	100.0	98.09	1416	ABE05822.1	intimin-like adhesin FdeC		
AVC159		contig00009	103337	104692	+	glpT_E448K	Escherichia fosfomycin resistant GlpT	core	AMR	POINT	FOSFOMYCIN	FOSFOMYCIN	POINTX	452	452	100.0	99.78	452	WP_000948731.1	glycerol-3-phosphate transporter GlpT		
AVC159		contig00010	33835	34164	+	emrE	multidrug efflux SMR transporter EmrE	plus	STRESS	BIOCIDE	EFFLUX	EFFLUX	BLASTX	110	110	100.0	98.18	110	CAA77936.1	multidrug efflux SMR transporter EmrE		
AVC159		contig00014	116703	121256	+	sslE	lipoprotein metalloprotease SslE	plus	VIRULENCE	VIRULENCE			BLASTX	1518	1520	100.0	96.32	1520	ADE89421.1	lipoprotein metalloprotease SslE		
AVC159		contig00019	43546	46089	+	cyaA_S352T	Escherichia fosmidomycin resistant CyaA	core	AMR	POINT	FOSMIDOMYCIN	FOSMIDOMYCIN	POINTX	848	848	100.0	99.29	848	WP_000281668.1	adenylate cyclase CyaA		
AVC159		contig00020	39262	43374	+	pic	serine protease autotransporter toxin Pic	plus	VIRULENCE	VIRULENCE			EXACTX	1371	1371	100.0	100.0	1371	AAN78833.1	serine protease autotransporter toxin Pic		
AVC159		contig00030	3999	4112	+	astA	heat-stable enterotoxin EAST1	plus	VIRULENCE	VIRULENCE			BLASTX	38	38	100.0	97.37	38	AAM88299.1	heat-stable enterotoxin EAST1		
AVC159		contig00031	43086	45677	+	tsh	temperature-sensitive protease autotransporter hemagglutinin Tsh	plus	VIRULENCE	VIRULENCE			PARTIAL_CONTIG_ENDX	864	1377	62.75	100.0	864	ACA34793.1	temperature-sensitive protease autotransporter hemagglutinin Tsh		
AVC159		contig00041	7335	7799	-	terW	tellurium resistance protein TerW	plus	STRESS	METAL	TELLURIUM	TELLURIUM	EXACTX	155	155	100.0	100.0	155	AAC44736.1	tellurium resistance protein TerW		
AVC159		contig00041	14371	14949	+	terZ	tellurium resistance-associated protein TerZ	plus	STRESS	METAL	TELLURIUM	TELLURIUM	BLASTX	193	193	100.0	99.48	193	AAA86846.1	tellurium resistance-associated protein TerZ		
AVC159		contig00041	17699	18274	+	terD	tellurium resistance membrane protein TerD	plus	STRESS	METAL	TELLURIUM	TELLURIUM	BLASTX	192	192	100.0	96.35	192	AAA98292.1	tellurium resistance membrane protein TerD		
AVC159		contig00054	15778	16974	-	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.0	100.0	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)		
AVC159		contig00057	607	945	+	iss	increased serum survival lipoprotein Iss	plus	VIRULENCE	VIRULENCE			EXACTX	113	113	100.0	100.0	113	CAQ90194.1	increased serum survival lipoprotein Iss		
AVC159		contig00057	4096	5208	+	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE			BLASTX	371	371	100.0	99.73	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB		
AVC159		contig00057	5351	9007	+	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE			BLASTX	1219	1219	100.0	99.34	1219	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC		
AVC159		contig00057	9114	10340	+	iroD	catecholate siderophore esterase IroD	plus	VIRULENCE	VIRULENCE			EXACTX	409	409	100.0	100.0	409	ACJ63529.1	catecholate siderophore esterase IroD		
