Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
FH168	-	O53	H18	O53:H18	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:0.98;	O53-1-wzx-origin;O53-2-wzy-origin;H18-2-fliC;	99.919;100;98.018;	100;100;100;	contig00025;contig00025;contig00002;	45721-46950;48049-49341;20104-21768;	1230;1293;1665;	v1.0 (11-03-2020)	-
FH8	-	O111	H4	O111:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O111-12-wzx;O111-24-wzy;H4-2-fliC-origin;	100;100;100;	100;100;100;	contig00057;contig00057;contig00029;	9470-10735;10725-11777;14437-15486;	1266;1053;1050;	v1.0 (11-03-2020)	-
AVC159	-	O36	H4	O36:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O36-3-wzx;O36-12-wzy;H4-2-fliC-origin;	100;100;100;	100;100;100;	contig00006;contig00006;contig00010;	180516-181760;183294-184548;44175-45224;	1245;1255;1050;	v1.0 (11-03-2020)	-
FH16	-	O116	H16	O116:H16	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O116-5-wzx;O116-2-wzy-origin;H16-25-fliC;	100;100;100;	100;100;100;	contig00015;contig00015;contig00009;	61792-63219;65908-67068;106738-108312;	1428;1161;1575;	v1.0 (11-03-2020)	-
AVC80	-	O78	H4	O78:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O78-4-wzx;O78-5-wzy;H4-2-fliC-origin;	99.929;100;100;	100;100;100;	contig00006;contig00006;contig00014;	24024-25439;28166-29287;40802-41851;	1416;1122;1050;	v1.0 (11-03-2020)	-
FH78	-	O2	H5	O2:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-7-wzx;O2-16-wzy;H5-2-fliC-origin;	100;100;100;	100;100;100;	contig00002;contig00002;contig00006;	349264-350526;352238-353200;76804-78114;	1263;963;1311;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
FH60	-	O5	H4	O5:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O5-1-wzx-origin;O5-2-wzy-origin;H4-2-fliC-origin;	100;100;100;	100;100;100;	contig00047;contig00047;contig00011;	30351-31607;29034-30350;92667-93716;	1257;1317;1050;	v1.0 (11-03-2020)	-
FH34	-	O128	H25	O128:H25	-	Based on 3 allele(s)	wzx:0.992;wzy:0.994;fliC:1;	O128-3-wzx-origin;O128-16-wzy;H25-11-fliC;	99.238;99.425;100;	100;100;100;	contig00047;contig00047;contig00001;	27651-29093;24023-25066;356514-357833;	1443;1044;1320;	v1.0 (11-03-2020)	-
AVC177	-	O1	H6	O1:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O1-1-wzx-origin;O1-7-wzy;H6-17-fliC;	100;100;99.637;	100;100;100;	contig00002;contig00002;contig00010;	28917-30143;25645-26649;92396-94042;	1227;1005;1653;	v1.0 (11-03-2020)	-
FH55	-	O115	H4	O115:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O115-1-wzx-origin;O115-2-wzy-origin;H4-2-fliC-origin;	100;100;100;	100;100;100;	contig00013;contig00013;contig00016;	85216-86703;87511-88578;88854-89903;	1488;1068;1050;	v1.0 (11-03-2020)	-
FH12	-	O18	H49	O18:H49	-	Based on 3 allele(s)	wzx:0.999;wzy:0.997;fliC:1;	O18-7-wzx;O18-12-wzy;H49-3-fliC;	99.92;99.748;99.941;	100;100;100;	contig00036;contig00036;contig00027;	26928-28175;25681-26871;5199-6893;	1248;1191;1695;	v1.0 (11-03-2020)	-
FH173	-	O71	H4	O71:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O71-1-wzx-origin;O71-2-wzy-origin;H4-2-fliC-origin;	99.922;100;100;	100;100;100;	contig00021;contig00021;contig00029;	45973-47247;48652-49941;32654-33703;	1275;1290;1050;	v1.0 (11-03-2020)	-
FH186	-	O167	H4	O167:H4	-	Based on 3 allele(s)	wzx:1;wzy:0.998;fliC:1;	O167-4-wzx;O167-5-wzy;H4-2-fliC-origin;	100;99.84;100;	100;100;100;	contig00001;contig00001;contig00010;	12828-14093;7452-8702;92881-93930;	1266;1251;1050;	v1.0 (11-03-2020)	-
FH51	-	O86	H25	O86:H25	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O86-7-wzx;O86-4-wzy-origin;H25-11-fliC;	100;99.929;100;	100;100;100;	contig00253;contig00253;contig00107;	448-1650;2281-3681;8572-9891;	1203;1401;1320;	v1.0 (11-03-2020)	-
AVC196	-	O11	H15	O11:H15	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O11-3-wzx;O11-6-wzy;H15-1-fliC-origin;	100;100;100;	100;100;100;	contig00027;contig00027;contig00014;	10740-11975;8774-10009;37569-39257;	1236;1236;1689;	v1.0 (11-03-2020)	-
AVC4	-	O78	H4	O78:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O78-4-wzx;O78-5-wzy;H4-2-fliC-origin;	99.929;100;100;	100;100;100;	contig00016;contig00016;contig00009;	23483-24898;27625-28746;88860-89909;	1416;1122;1050;	v1.0 (11-03-2020)	-
FH53	-	O115	H4	O115:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O115-1-wzx-origin;O115-2-wzy-origin;H4-2-fliC-origin;	100;100;100;	100;100;100;	contig00003;contig00003;contig00015;	280327-281814;282622-283689;88854-89903;	1488;1068;1050;	v1.0 (11-03-2020)	-
FH119	-	O111	H4	O111:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O111-12-wzx;O111-24-wzy;H4-2-fliC-origin;	100;100;100;	100;100;100;	contig00036;contig00036;contig00011;	9471-10736;10726-11778;124299-125348;	1266;1053;1050;	v1.0 (11-03-2020)	-
FH128	-	O1	H7	O1:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O1-1-wzx-origin;O1-6-wzy;H7-3-fliC-origin;	100;100;100;	100;100;100;	contig00017;contig00017;contig00003;	27733-28959;24461-25465;33788-35545;	1227;1005;1758;	v1.0 (11-03-2020)	-
FH130	-	O85	H31	O85:H31	-	Based on 3 allele(s)	wzx:1;wzy:0.997;fliC:1;	O85-3-wzx;O85-2-wzy-origin;H31-8-fliC;	100;99.732;100;	100;100;100;	contig00009;contig00009;contig00028;	47075-48295;44921-46039;45197-46864;	1221;1119;1668;	v1.0 (11-03-2020)	-
AVC211	-	O78	H4	O78:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O78-4-wzx;O78-5-wzy;H4-1-fliC-origin;	99.929;100;99.905;	100;100;100;	contig00006;contig00006;contig00012;	170929-172344;167081-168202;7170-8219;	1416;1122;1050;	v1.0 (11-03-2020)	-
FH135	-	O15	H4	O15:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O15-4-wzx;O15-10-wzy;H4-2-fliC-origin;	100;100;100;	100;100;100;	contig00024;contig00024;contig00005;	43618-44862;45895-47073;32874-33923;	1245;1179;1050;	v1.0 (11-03-2020)	-
FH99	-	O2	H5	O2:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-7-wzx;O2-16-wzy;H5-2-fliC-origin;	100;100;100;	100;100;100;	contig00003;contig00003;contig00009;	47968-49230;45294-46256;133991-135301;	1263;963;1311;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
FH89	-	O2	H5	O2:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-7-wzx;O2-16-wzy;H5-2-fliC-origin;	100;100;100;	100;100;100;	contig00003;contig00003;contig00007;	656890-658152;659864-660826;132956-134266;	1263;963;1311;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
FH120	-	O15	H18	O15:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O15-4-wzx;O15-8-wzy;H18-1-fliC-origin;	100;100;100;	100;100;100;	contig00028;contig00028;contig00011;	344-1588;2621-3799;90572-92236;	1245;1179;1665;	v1.0 (11-03-2020)	-
FH87	-	-	H4	-:H4	-	Based on 1 allele(s)	fliC:1;	H4-2-fliC-origin;	100;	100;	contig00009;	47174-48223;	1050;	v1.0 (11-03-2020)	-
AVC111	-	O153	H34	O153:H34	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O153-3-wzx-origin;O153-4-wzy-origin;H34-5-fliC;	100;100;100;	100;100;100;	contig00026;contig00026;contig00005;	536-1714;2671-3849;43366-45003;	1179;1179;1638;	v1.0 (11-03-2020)	High similarity O-antigen group 11:O153/O178 as per A.Iguchi et.al (PMID: 25428893)
AVC210	-	O182	H25	O182:H25	-	Based on 3 allele(s)	wzx:0.555;wzy:0.487;fliC:1;	O182-1-wzx-origin;O182-2-wzy-origin;H25-11-fliC;	99.063;99.338;100;	56;49;100;	contig00312;contig00216;contig00004;	1-747;2258-2861;6968-8287;	747;604;1320;	v1.0 (11-03-2020)	-
FH94	-	O2	H5	O2:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-7-wzx;O2-16-wzy;H5-2-fliC-origin;	100;100;100;	100;100;100;	contig00003;contig00003;contig00009;	41546-42808;38872-39834;133959-135269;	1263;963;1311;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
FH20	-	O149	H10	O149:H10	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O149-1-wzx-origin;O149-2-wzy-origin;H10-8-fliC;	100;100;100;	100;100;100;	contig00001;contig00001;contig00012;	590349-591533;592384-593448;42567-43828;	1185;1065;1262;	v1.0 (11-03-2020)	-
FH82	-	O1	H7	O1:H7	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O1-1-wzx-origin;O1-6-wzy;H7-3-fliC-origin;	99.919;100;100;	100;100;100;	contig00003;contig00003;contig00002;	27845-29071;24573-25577;33820-35577;	1227;1005;1758;	v1.0 (11-03-2020)	-
FH151	-	O71	H4	O71:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O71-1-wzx-origin;O71-2-wzy-origin;H4-2-fliC-origin;	99.922;100;100;	100;100;100;	contig00020;contig00020;contig00028;	45973-47247;48652-49941;32654-33703;	1275;1290;1050;	v1.0 (11-03-2020)	-
AVC34	-	-	H28	-:H28	-	Based on 1 allele(s)	fliC:1;	H28-7-fliC;	100;	100;	contig00108;	5200-6939;	1740;	v1.0 (11-03-2020)	-
AVC59	-	O78	H4	O78:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O78-4-wzx;O78-5-wzy;H4-2-fliC-origin;	99.929;100;100;	100;100;100;	contig00001;contig00001;contig00013;	23807-25222;27949-29070;40794-41843;	1416;1122;1050;	v1.0 (11-03-2020)	-
AVC215	-	O78	H4	O78:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:0.62;fliC:1;	O78-4-wzx;O78-5-wzy;H4-2-fliC-origin;	99.929;100;100;	100;62;100;	contig00049;contig00049;contig00012;	23480-24895;27622-28316;31855-32904;	1416;695;1050;	v1.0 (11-03-2020)	-
FH106	-	O45	H4	O45:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O45-1-wzx-origin;O45-18-wzy;H4-2-fliC-origin;	100;100;100;	100;100;100;	contig00024;contig00024;contig00018;	48049-49308;50732-51419;8440-9489;	1260;688;1050;	v1.0 (11-03-2020)	-
FH136	-	O2	H5	O2:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-7-wzx;O2-16-wzy;H5-2-fliC-origin;	100;100;100;	100;100;100;	contig00002;contig00002;contig00008;	26931-28193;24257-25219;134612-135922;	1263;963;1311;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
FH57	-	O153	H49	O153:H49	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.99;	O153-3-wzx-origin;O153-4-wzy-origin;H49-3-fliC;	100;100;98.997;	100;100;100;	contig00035;contig00035;contig00001;	47663-48841;45528-46706;69753-71447;	1179;1179;1695;	v1.0 (11-03-2020)	High similarity O-antigen group 11:O153/O178 as per A.Iguchi et.al (PMID: 25428893)
AVC218	-	O2	H6	O2:H6	-	Based on 2 allele(s)	wzx:1;fliC:1;	O2-6-wzx;H6-4-fliC;	100;100;	100;100;	contig00014;contig00046;	66-1328;32315-33961;	1263;1647;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
FH172	-	O71	H4	O71:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O71-1-wzx-origin;O71-2-wzy-origin;H4-2-fliC-origin;	99.922;100;100;	100;100;100;	contig00022;contig00022;contig00032;	45973-47247;48652-49941;32654-33703;	1275;1290;1050;	v1.0 (11-03-2020)	-
AVC228	-	O143	H4	O143:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O143-4-wzx;O143-7-wzy;H4-2-fliC-origin;	99.917;100;100;	100;100;100;	contig00023;contig00023;contig00010;	64213-65418;67402-68483;42896-43945;	1206;1082;1050;	v1.0 (11-03-2020)	-
AVC227	-	O1	H7	O1:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O1-1-wzx-origin;O1-6-wzy;H7-3-fliC-origin;	100;100;100;	100;100;100;	contig00003;contig00003;contig00002;	385650-386876;389144-390148;108434-110191;	1227;1005;1758;	v1.0 (11-03-2020)	-
FH95	-	O2	H5	O2:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-7-wzx;O2-16-wzy;H5-2-fliC-origin;	100;100;100;	100;100;100;	contig00003;contig00003;contig00002;	26470-27732;23796-24758;386608-387918;	1263;963;1311;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
FH49	-	O24	H26	O24:H26	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O24-1-wzx-origin;O24-2-wzy-origin;H26-4-fliC;	99.916;100;99.94;	100;100;100;	contig00029;contig00029;contig00002;	36811-38004;35743-36795;217384-219056;	1194;1053;1673;	v1.0 (11-03-2020)	-
AVC21	-	O2	H1	O2:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-6-wzx;O2-14-wzy;H1-5-fliC;	100;100;100;	100;100;100;	contig00004;contig00004;contig00002;	353970-355232;356944-357906;406639-408426;	1263;963;1788;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
AVC155	-	O111	H4	O111:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O111-12-wzx;O111-24-wzy;H4-2-fliC-origin;	100;100;100;	100;100;100;	contig00050;contig00050;contig00026;	6112-7377;5070-6122;40796-41845;	1266;1053;1050;	v1.0 (11-03-2020)	-
AVC234	-	O115	H25	O115:H25	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O115-1-wzx-origin;O115-2-wzy-origin;H25-11-fliC;	100;100;100;	100;100;100;	contig00009;contig00009;contig00010;	94457-95944;96752-97819;6968-8287;	1488;1068;1320;	v1.0 (11-03-2020)	-
FH108	-	O2	H5	O2:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-7-wzx;O2-16-wzy;H5-2-fliC-origin;	100;100;100;	100;100;100;	contig00003;contig00003;contig00002;	26502-27764;23828-24790;182812-184122;	1263;963;1311;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
FH169	-	O53	H18	O53:H18	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:0.98;	O53-1-wzx-origin;O53-2-wzy-origin;H18-2-fliC;	99.919;100;98.018;	100;100;100;	contig00036;contig00036;contig00004;	11037-12266;13365-14657;20101-21765;	1230;1293;1665;	v1.0 (11-03-2020)	-
FH2	-	O116	H16	O116:H16	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O116-5-wzx;O116-2-wzy-origin;H16-25-fliC;	100;100;100;	100;100;100;	contig00015;contig00015;contig00008;	61888-63315;66004-67164;106738-108312;	1428;1161;1575;	v1.0 (11-03-2020)	-
FH149	-	O111	H4	O111:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O111-12-wzx;O111-24-wzy;H4-2-fliC-origin;	100;100;100;	100;100;100;	contig00036;contig00036;contig00010;	31463-32728;30421-31473;124299-125348;	1266;1053;1050;	v1.0 (11-03-2020)	-
AVC173	-	O153	H7	O153:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O153-3-wzx-origin;O153-4-wzy-origin;H7-3-fliC-origin;	100;100;100;	100;100;100;	contig00022;contig00022;contig00018;	68361-69539;66226-67404;69643-71400;	1179;1179;1758;	v1.0 (11-03-2020)	High similarity O-antigen group 11:O153/O178 as per A.Iguchi et.al (PMID: 25428893)
FH176	-	O4/O103	H2	O4/O103:H2	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O4-3-wzx/O103-1-wzx-origin;O4-6-wzy/O103-3-wzy-origin;H2-2-fliC-origin;	100;100;100;	100;100;100;	contig00113/contig00094;contig00113/contig00094;contig00451;	3275-4540/2783-4021;4917-6104/6423-7571;1817-3310;	1239/1266;1149/1188;1494;	v1.0 (11-03-2020)	-
AVC198	-	O45	H19	O45:H19	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O45-3-wzx-origin;O45-20-wzy;H19-2-fliC-origin;	99.921;100;100;	100;100;100;	contig00004;contig00004;contig00009;	181812-183071;184495-185182;40789-42630;	1260;688;1842;	v1.0 (11-03-2020)	-
FH110	-	O2	H5	O2:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-6-wzx;O2-15-wzy;H5-2-fliC-origin;	100;100;100;	100;100;100;	contig00015;contig00015;contig00002;	10404-11666;13378-14340;48662-49972;	1263;963;1311;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
FH85	-	-	H40	-:H40	-	Based on 1 allele(s)	fliC:1;	H40-1-fliC-origin;	100;	100;	contig00008;	119277-120755;	1479;	v1.0 (11-03-2020)	-
AVC107	-	O11	H23	O11:H23	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:0.99;	O11-1-wzx-origin;O11-2-wzy-origin;H23-1-fliC-origin;	100;100;98.981;	100;100;100;	contig00002;contig00002;contig00002;	53392-54627;55358-56593;159776-161542;	1236;1236;1767;	v1.0 (11-03-2020)	-
FH7	-	O111	H4	O111:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O111-12-wzx;O111-24-wzy;H4-2-fliC-origin;	100;100;100;	100;100;100;	contig00053;contig00053;contig00029;	9470-10735;10725-11777;40820-41869;	1266;1053;1050;	v1.0 (11-03-2020)	-
FH158	-	O24	H4	O24:H4	-	Based on 3 allele(s)	wzx:0.997;wzy:0.999;fliC:1;	O24-1-wzx-origin;O24-2-wzy-origin;H4-2-fliC-origin;	99.749;99.905;99.905;	100;100;100;	contig00001;contig00001;contig00009;	591675-592868;590607-591659;40795-41844;	1194;1053;1050;	v1.0 (11-03-2020)	-
AVC223	-	O53	H4	O53:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O53-1-wzx-origin;O53-2-wzy-origin;H4-2-fliC-origin;	99.919;100;100;	100;100;100;	contig00001;contig00001;contig00028;	363032-364261;365360-366652;22762-23811;	1230;1293;1050;	v1.0 (11-03-2020)	-
FH160	-	O24	H4	O24:H4	-	Based on 3 allele(s)	wzx:0.997;wzy:0.999;fliC:1;	O24-1-wzx-origin;O24-2-wzy-origin;H4-2-fliC-origin;	99.749;99.905;99.905;	100;100;100;	contig00021;contig00021;contig00009;	31292-32485;32501-33553;40795-41844;	1194;1053;1050;	v1.0 (11-03-2020)	-
FH3	-	O40	H48	O40:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O40-6-wzx;O40-7-wzy;H48-1-fliC-origin;	100;100;100;	100;100;100;	contig00005;contig00005;contig00002;	192837-194117;190435-191640;192091-193587;	1281;1206;1497;	v1.0 (11-03-2020)	-
FH24	-	O149	H10	O149:H10	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O149-1-wzx-origin;O149-2-wzy-origin;H10-8-fliC;	100;100;100;	100;100;100;	contig00001;contig00001;contig00010;	32742-33926;30827-31891;42440-43701;	1185;1065;1262;	v1.0 (11-03-2020)	-
FH100	-	O2	H5	O2:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-7-wzx;O2-16-wzy;H5-2-fliC-origin;	100;100;100;	100;100;100;	contig00004;contig00004;contig00008;	26964-28226;24290-25252;133991-135301;	1263;963;1311;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
FH26	-	O149	H10	O149:H10	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O149-1-wzx-origin;O149-2-wzy-origin;H10-8-fliC;	100;100;100;	100;100;100;	contig00001;contig00001;contig00010;	395581-396765;397616-398680;89012-90273;	1185;1065;1262;	v1.0 (11-03-2020)	-
FH189	-	O24	H4	O24:H4	-	Based on 3 allele(s)	wzx:0.997;wzy:0.999;fliC:1;	O24-1-wzx-origin;O24-2-wzy-origin;H4-2-fliC-origin;	99.749;99.905;99.905;	100;100;100;	contig00001;contig00001;contig00008;	31324-32517;32533-33585;136474-137523;	1194;1053;1050;	v1.0 (11-03-2020)	-
FH41	-	O24	H26	O24:H26	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O24-1-wzx-origin;O24-2-wzy-origin;H26-4-fliC;	99.916;100;99.94;	100;100;100;	contig00009;contig00009;contig00015;	129930-131123;128862-129914;82835-84507;	1194;1053;1673;	v1.0 (11-03-2020)	-
AVC11	-	O2	H1	O2:H1	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O2-6-wzx;O2-14-wzy;H1-5-fliC;	100;99.896;100;	100;100;100;	contig00008;contig00008;contig00002;	197112-198374;200086-201047;240677-242464;	1263;963;1788;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
FH4	-	O111	H4	O111:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O111-12-wzx;O111-24-wzy;H4-2-fliC-origin;	100;100;100;	100;100;100;	contig00060;contig00060;contig00031;	6104-7369;5062-6114;14405-15454;	1266;1053;1050;	v1.0 (11-03-2020)	-
FH73	-	O15	H18	O15:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O15-4-wzx;O15-8-wzy;H18-1-fliC-origin;	100;100;100;	100;100;100;	contig00021;contig00021;contig00013;	43145-44389;45422-46600;93970-95634;	1245;1179;1665;	v1.0 (11-03-2020)	-
FH122	-	O15	H4	O15:H4	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O15-4-wzx;O15-10-wzy;H4-2-fliC-origin;	100;100;100;	100;100;100;	contig00006;contig00006;contig00007;	176057-177301;178334-179512;121649-122698;	1245;1179;1050;	v1.0 (11-03-2020)	-
FH74	-	O15	H18	O15:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O15-4-wzx;O15-8-wzy;H18-1-fliC-origin;	100;100;100;	100;100;100;	contig00002;contig00002;contig00011;	409642-410886;411919-413097;93970-95634;	1245;1179;1665;	v1.0 (11-03-2020)	-
FH164	-	O88	H8	O88:H8	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O88-1-wzx-origin;O88-2-wzy-origin;H8-2-fliC-origin;	100;100;100;	100;100;100;	contig00024;contig00024;contig00011;	46417-47874;44214-45488;6973-8451;	1458;1275;1479;	v1.0 (11-03-2020)	-
FH116	-	O78	H4	O78:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O78-4-wzx;O78-5-wzy;H4-2-fliC-origin;	99.929;100;100;	100;100;100;	contig00001;contig00001;contig00013;	638853-640268;635005-636126;23317-24366;	1416;1122;1050;	v1.0 (11-03-2020)	-
FH72	-	O119	H4	O119:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O119-1-wzx-origin;O119-2-wzy-origin;H4-2-fliC-origin;	99.933;100;100;	100;100;100;	contig00041;contig00041;contig00014;	17941-19428;20570-21772;95046-96095;	1488;1203;1050;	v1.0 (11-03-2020)	-
FH6	-	O40	H48	O40:H48	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O40-6-wzx;O40-7-wzy;H48-1-fliC-origin;	100;100;100;	100;100;100;	contig00027;contig00027;contig00002;	47652-48932;45250-46455;192059-193555;	1281;1206;1497;	v1.0 (11-03-2020)	-
FH11	-	O116	H16	O116:H16	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O116-5-wzx;O116-2-wzy-origin;H16-25-fliC;	100;100;100;	100;100;100;	contig00015;contig00015;contig00004;	56544-57971;60660-61820;43532-45106;	1428;1161;1575;	v1.0 (11-03-2020)	-
FH103	-	O2	H5	O2:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-7-wzx;O2-16-wzy;H5-2-fliC-origin;	100;100;100;	100;100;100;	contig00002;contig00002;contig00003;	656862-658124;659836-660798;386802-388112;	1263;963;1311;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
AVC204	-	O45	H19	O45:H19	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O45-3-wzx-origin;O45-20-wzy;H19-2-fliC-origin;	99.921;100;100;	100;100;100;	contig00003;contig00003;contig00009;	181812-183071;184495-185182;40789-42630;	1260;688;1842;	v1.0 (11-03-2020)	-
FH179	-	O167	H4	O167:H4	-	Based on 3 allele(s)	wzx:1;wzy:0.998;fliC:1;	O167-4-wzx;O167-5-wzy;H4-2-fliC-origin;	100;99.84;100;	100;100;100;	contig00001;contig00001;contig00009;	588005-589270;593396-594646;88858-89907;	1266;1251;1050;	v1.0 (11-03-2020)	-
FH133	-	O2	H5	O2:H5	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-6-wzx;O2-15-wzy;H5-2-fliC-origin;	100;100;100;	100;100;100;	contig00014;contig00014;contig00003;	130921-132183;128247-129209;276779-278089;	1263;963;1311;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
FH184	-	O167	H4	O167:H4	-	Based on 3 allele(s)	wzx:1;wzy:0.998;fliC:1;	O167-4-wzx;O167-5-wzy;H4-2-fliC-origin;	100;99.84;100;	100;100;100;	contig00001;contig00001;contig00009;	12796-14061;7420-8670;88859-89908;	1266;1251;1050;	v1.0 (11-03-2020)	-
AVC94	-	O81	H19	O81:H19	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O81-1-wzx-origin;O81-2-wzy-origin;H19-4-fliC;	99.923;100;99.945;	100;100;100;	contig00024;contig00024;contig00002;	42263-43564;45513-46742;205486-207317;	1302;1230;1832;	v1.0 (11-03-2020)	-
